Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Afghanistan,Other greenhouse gas emissions (% change from 1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.22E-13,-6.22E-13,0,0,0,-6.22E-13,-96.25,-21.95,-20.95625,52.198125,-97.9786875,243.501875,67.05125,-38.3960625,-74.9985,27.85125,-94.36275,-1.2075,118.125,118.125,118.125,,,,,,,,,,
Afghanistan,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,-679.915897,-584.266024,-365.0309814,-295.7562842,-67.27859047,-887.2323948,-824.0528984,-357.9534546,-2135.118274,-1357.840067,-328.3212045,-321.667406,-450.7822333,-419.1037006,-454.1072595,-170.0989893,-18.96353271,-119.1234045,97.03265808,84.75115906,935.0644073,765.9382629,-263.0768204,-325.7089996,-650.3169022,-1003.030754,-1066.260746,-1008.483524,-992.5396156,-1274.8111,-1556.072842,-1452.085331,-1189.82819,-1123.433636,-1604.836014,-1272.787895,-1163.728977,-381.2660675,613.0169792,1144.771751,2581.595875,5607.860027,3299.161961,714.056015,-416.5378494,-691.2025146,-1800.003578,,,,,,
Afghanistan,CO2 emissions from solid fuel consumption (% of total),30.97345133,35.82089552,43.08510638,37.30569948,35.80786026,37.81818182,39.26174497,31.14285714,27.24550898,38.52140078,26.09649123,18.95551257,12.44019139,19.01565996,15.86998088,18.79310345,21.40221402,18.86503067,26.65534805,15.71194763,17.91666667,16.8207024,18.32460733,15.26162791,13.86010363,11.38975967,13.53558926,14.20187793,12.78772379,12.15323646,9.41527027,9.100583942,1.538601399,1.348161765,1.128307692,1.17344,0.621525424,0.333363636,0.349238095,0.447195122,0.476233766,8.601604938,5.000454545,6.790740741,8.112831858,6.484329268,8.316907216,31.69779661,24.558041,25.60788333,26.51913495,35.11466558,35.09090909,46.32226792,56.06143406,49.75003755,65.35100135,,,,,,
Afghanistan,CO2 emissions from solid fuel consumption (kt),128.345,176.016,297.027,264.024,300.694,381.368,429.039,399.703,333.697,363.033,436.373,359.366,190.684,311.695,304.361,399.703,425.372,451.041,575.719,352.032,315.362,333.697,385.035,385.035,392.369,399.703,425.372,443.707,366.7,337.364,278.692,249.356,22.002,18.335,14.668,14.668,7.334,3.667,3.667,3.667,3.667,69.673,55.005,91.675,91.675,106.343,161.348,748.068,1078.098,1536.473,2299.209,4305.058,3667,3942.025,4378.398,3975.028,4829.439,,,,,,
Afghanistan,CO2 emissions (kg per 2017 PPP $ of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05217654,0.056490814,0.043542953,0.059424616,0.065660101,0.071934067,0.106351893,0.131327139,0.150150848,0.208539115,0.157836904,0.137663225,0.132291471,0.141304961,0.127703407,0.13415235,0.145136499,0.143064822,0.113536665,,
Afghanistan,CO2 emissions (kg per PPP $ of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070839769,0.075212832,0.056458259,0.074707886,0.080076241,0.085419224,0.123912643,0.152037294,0.171765222,0.233702866,0.171085012,0.144558321,0.134398532,0.140016044,0.132599159,0.13415235,0.141729245,0.137244138,0.107514385,,
Afghanistan,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191389345,0.180673786,0.126516979,0.109105697,0.096637746,0.088781157,0.082266518,0.075558698,0.071269702,0.058246842,0.055166607,0.055292719,0.066810138,0.073004968,0.054866759,0.080361134,0.089756909,0.109940042,0.165573355,0.239506901,0.304230216,0.408965291,0.335061035,0.298087813,0.283692396,0.297971775,0.268358773,0.281195816,0.299082634,0.297563651,0.223478872,,
Afghanistan,CO2 emissions from liquid fuel consumption (% of total),65.48672566,59.70149254,52.65957447,55.44041451,56.76855895,53.81818182,52.68456376,43.42857143,40.71856287,56.0311284,40.13157895,39.45841393,40.90909091,42.95302013,40.15296367,41.20689655,44.46494465,40.79754601,43.29371817,52.04582651,52.5,51.20147874,47.29493892,48.40116279,40.02590674,44.09613375,36.28938156,64.55399061,63.55498721,67.23910172,62.56199324,62.76726277,64.87769231,65.79029412,66.006,66.006,66.19245763,66.006,65.6567619,60.37134146,64.76779221,60.66395062,40.00363636,45.90540741,49.65053097,52.54542683,58.59639175,50.80970339,64.06808656,82.44638333,67.71472895,62.06382545,64.70763636,56.23307873,48.31425096,59.34206508,47.04081191,,,,,,
Afghanistan,CO2 emissions from liquid fuel consumption (kt),271.358,293.36,363.033,392.369,476.71,542.716,575.719,557.384,498.712,528.048,671.061,748.068,627.057,704.064,770.07,876.413,883.747,975.422,935.085,1166.106,924.084,1015.759,993.757,1221.111,1133.103,1547.474,1140.437,2016.85,1822.499,1866.503,1851.835,1719.823,927.751,894.748,858.078,825.075,781.071,726.066,689.396,495.045,498.712,491.378,440.04,619.723,561.051,861.745,1136.77,1199.109,2812.589,4946.783,5870.867,7609.025,6761.948,4785.435,3773.343,4741.431,3476.316,,,,,,
Afghanistan,CO2 emissions (kt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046.87,1941.37,1525.47,1527.89,1493.59,1457.69,1407.3,1344.1,1318,1122,1078.12,1088.638,1403.03,1653.207,1292.307,1961.711,2283.68,2847.81,4375.64,6558.97,8576.15,11961.89,10208.13,9402.05,9281.34,10057.59,9294.93,10022.78,10972.38,11238.83,8709.47,,
Afghanistan,CO2 emissions (kg per 2015 US$ of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185704364,0.201059533,0.154976095,0.211501387,0.233694442,0.256024456,0.378522813,0.467413571,0.534410058,0.742222918,0.561765919,0.489964677,0.470845775,0.502926181,0.454516148,0.477468931,0.516563215,0.509189796,0.404094524,,
Afghanistan,CO2 emissions from gaseous fuel consumption (% of total),0,0,0,0,0,0,0,20.28571429,28.44311377,0,12.93859649,23.21083172,19.61722488,20.35794183,20.84130019,22.4137931,15.12915129,21.47239264,13.92190153,17.18494272,10.625,15.34195933,18.84816754,24.41860465,32.9015544,33.96029258,38.27304551,12.55868545,15.34526854,17.30515192,13.62736486,14.18620438,25.38692308,25.88470588,25.95107692,25.81568,26.1040678,25.669,25.14514286,29.51487805,29.05025974,25.80481481,49.67118182,34.49696296,20.11982301,20.12378049,17.01185567,13.0520339,6.765990888,4.522633333,3.129850058,2.512463295,2.947636364,3.490329025,3.474494238,3.533904881,4.317036536,,,,,,
Afghanistan,CO2 emissions from gaseous fuel consumption (kt),0,0,0,0,0,0,0,260.357,348.365,0,216.353,440.04,300.694,333.697,399.703,476.71,300.694,513.38,300.694,385.035,187.017,304.361,396.036,616.056,931.418,1191.775,1202.776,392.369,440.04,480.377,403.37,388.702,363.033,352.032,337.364,322.696,308.028,282.359,264.024,242.022,223.687,209.019,546.383,465.709,227.354,330.03,330.03,308.028,297.027,271.358,271.358,308.028,308.028,297.027,271.358,282.359,319.029,,,,,,
Afghanistan,CO2 intensity (kg per kg of oil equivalent energy use),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electric power consumption (kWh per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23.69,27.38,28.5,30.14,31.8,33.89,36.42,38.02,43.44,44.99,45.6,37.83,36.66,44.24,33.88,31.89,28.78,21.17,16.53,15.15,12.61,15.36,16.86,18.93,17.53,19.92,19.21,17.96,18.51,17.58,17.86,
Afghanistan,"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Renewable electricity output (% of total electricity output),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.73049645,67.98029557,67.9943101,68.34532374,68.70451237,69.03703704,70.37037037,72.3880597,74.43609023,73.72262774,74.98909408,72.81145999,79.0639712,70.24972856,70.89084065,74.06181015,70.75575027,72,68.65482234,87.17660292,85.98654709,82.48756219,85.90998043,78.6364081,85.32354903,86.05011125,,,,,,,
Afghanistan,Electricity production from oil sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Electricity production from coal sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.446890831,9.294527054,14.13361645,18.9711647,23.81418228,28.66967201,33.54441833,38.44000244,42.4,48.27900696,42.7,43.22201891,69.1,68.0408783,89.5,71.5,97.7,97.7,93.43087769,97.7,97.7,97.7,
Afghanistan,"Foreign direct investment, net inflows (% of GDP)",,,,,,,,,,,0.013151224,0.024575271,0.009401115,0.015576924,,,0.001565217,-0.008126411,,0.032450496,0.247135743,0.005174216,,,,,,,,,,,,,,,,,,,,,1.297274208,1.273268943,3.579893949,4.352575349,3.413956577,1.942101296,0.449119722,0.461604318,1.220265701,0.286818219,0.281255499,0.234926112,0.209119435,0.845811547,0.519387512,0.272718743,0.648439173,0.123804125,0.064388905,0.141265755,
Afghanistan,Cereal yield (kg per hectare),,1115.1,1079,985.8,1082.8,1098.9,1012.3,1224.5,1287.5,1310.4,1105.1,976.2,1006.9,1279.6,1301.9,1316.4,1362.4,1224,1291.9,1323.7,1349,1338.3,1330.2,1355.6,1334.1,1331.7,1314,1359.8,1285.7,1237.6,1200.6,1160.4,1097.8,1132.9,1140.4,1214.5,1204.4,1348.8,1388,1285.7,806.3,1006.7,1669.8,1458,1334.8,1790.4,1551.7,1915.3,1455.4,2040.7,2011.1,1659.9,2029.6,2048.5,2017.5,2132.2,1980.4,2022.5,2162,2113.4,1979.9,2154.7,
Afghanistan,Average precipitation in depth (mm per year),,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,,
Afghanistan,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66212462,4.61762371,7.264280435,5.499894537,5.839069547,6.085465576,5.939758401,5.77856314,4.842282941,5.000395601,5.391006198,5.464999736,5.518332894,5.74254814,5.710894223,6.481139541,5.990503825,5.122336227,6.006314128,6.506929763,6.506929763,
Afghanistan,Forest area (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,
Afghanistan,Forest area (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,12084.4,
Afghanistan,Land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
Afghanistan,Rural land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
Afghanistan,Rural land area where elevation is below 5 meters (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
Afghanistan,Arable land (% of land area),,11.72899131,11.80565138,11.88231145,11.95897153,11.95897153,12.01263358,12.02643239,12.02643239,12.05096362,12.06629563,12.11229168,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,12.12762369,11.99576836,11.81025099,11.73359091,11.7243917,11.78265336,11.89304386,11.73359091,11.77958696,11.77958696,11.77192095,11.91604189,11.98350275,11.96663754,11.94977232,11.94977232,11.94977232,11.94823912,11.94823912,11.94517272,11.94363951,11.93597351,11.91450869,11.90530948,11.85011422,11.80411818,11.94977232,11.94057311,12.00343437,12.00343437,
Afghanistan,Agricultural land (% of land area),,57.87835579,57.95501587,58.03167594,58.11600202,58.12366803,58.1926621,58.22945893,58.23099213,58.25552336,58.27085537,58.31685142,58.33524984,58.33708968,58.3387762,58.3387762,58.33831624,58.33831624,58.33831624,58.33678304,58.33678304,58.34291584,58.34444904,58.34444904,58.34444904,58.34444904,58.34444904,58.33065023,58.32298422,58.32298422,58.32298422,58.30765221,58.30765221,58.16046487,57.97494749,57.89828741,57.88908821,57.94734986,58.05927357,57.89982062,57.94581666,57.94734986,57.93968385,58.08380479,58.15126566,58.13440044,58.12366803,58.12980084,58.13286724,58.13286724,58.13440044,58.13133404,58.12980084,58.12366803,58.12366803,58.12366803,58.12366803,58.12366803,58.27698818,58.27698818,58.74154823,58.74154823,
Afghanistan,Agricultural land (sq. km),,377500,378000,378500,379050,379100,379550,379790,379800,379960,380060,380360,380480,380492,380503,380503,380500,380500,380500,380490,380490,380530,380540,380540,380540,380540,380540,380450,380400,380400,380400,380300,380300,379340,378130,377630,377570,377950,378680,377640,377940,377950,377900,378840,379280,379170,379100,379140,379160,379160,379170,379150,379140,379100,379100,379100,379100,379100,380100,380100,383130,383130,
Australia,"Population, total",10276477,10483000,10742000,10950000,11167000,11388000,11651000,11799000,12009000,12263000,12507000,12937000,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14923260,15184247,15393472,15579391,15788312,16018350,16263874,16532164,16814416,17065128,17284036,17478635,17634808,17805468,18004882,18224767,18423037,18607584,18812264,19028802,19274701,19495210,19720737,19932722,20176844,20450966,20827622,21249199,21691653,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24594202,24966643,25340217,25655289,25688079,25978935
